,Ingredient,Freq,Freq_Cucchiaio,Freq_GZ,Freq_RR,Clue
4132,marzapane,11,1,10,0,marzapane
981,masala,4,4,0,0,masala
2968,mascapore,1,1,0,0,mascapore
368,mascarpone,212,116,93,3,mascarpone
4206,mascolini,2,1,0,1,mascolini
2622,massa di cacao,1,1,0,0,massa di cacao
2991,matcha,1,1,0,0,matcha
4258,matite alimentari,9,0,9,0,matite alimentari
1101,mazzancolle,31,11,20,0,mazzancolle
2534,mazzetto aromatico,4,4,0,0,mazzetto aromatico
324,mazzi biete,2,2,0,0,mazzi biete
1140,mela,24,23,0,1,mela
3968,mela acidula,1,1,0,0,mela
2778,mela biologica,1,1,0,0,mela
3466,mela delizia,1,1,0,0,mela
1725,mela fuji,1,1,0,0,mela
2795,mela gala,2,2,0,0,mela
3365,mela gialla,1,1,0,0,mela
4110,mela gialla delizia,1,1,0,0,mela
3932,mela gialla golden,1,1,0,0,mela
363,mela golden,6,6,0,0,mela golden
1378,mela granny,1,1,0,0,mela
813,mela granny smith,4,4,0,0,mela
2706,mela red delicious,1,1,0,0,mela
2113,mela renetta,3,3,0,0,mela
2266,mela royal gala,1,1,0,0,mela
3890,mela secca,1,1,0,0,mela
2447,mela smith,2,2,0,0,mela
346,mela verde,15,15,0,0,mela verde
867,melagrana,36,14,18,4,melagrana
1574,melagrane,4,4,0,0,melagrana
133,melanzana,36,36,0,0,melanzana
1993,melanzana globosa,1,1,0,0,melanzana
3621,melanzana oblunga,1,1,0,0,melanzana
896,melanzana tonda,2,2,0,0,melanzana
2524,melanzana tonda viola,2,2,0,0,melanzana
197,melanzana viola,2,2,0,0,melanzana
1476,melanzana violetta,3,3,0,0,melanzana
76,melanzane,230,68,147,15,melanzane
3412,melanzane allungate,1,1,0,0,melanzane
2479,melanzane bianche,2,2,0,0,melanzane
1747,melanzane cotte,1,1,0,0,melanzane
3149,melanzane globose,1,1,0,0,melanzane
624,melanzane grigliate,5,5,0,0,melanzane
2464,melanzane grosse,1,1,0,0,melanzane
194,melanzane lunghe,14,13,0,1,melanzane lunghe
121,melanzane oblunghe,2,2,0,0,melanzane
4431,melanzane ovali nere,3,0,3,0,melanzane
2211,melanzane perlina,2,1,1,0,melanzane
1388,melanzane sott'olio,1,1,0,0,melanzane
216,melanzane tonde,21,15,6,0,melanzane tonde
902,melanzane viola,5,5,0,0,melanzane
2550,melassa,3,2,1,0,melassa
313,melassa scura,1,1,0,0,melassa
395,mele,80,56,17,7,mele
4396,mele ambrosia,1,0,1,0,mele
2933,mele annurche,3,2,1,0,mele
4737,mele chantecler,1,0,1,0,mele
1947,mele cotogne,6,3,2,1,mele cotogne
4854,mele del trentino,1,0,0,1,mele
4422,mele evelina,9,0,9,0,mele evelina
1353,mele fuji,30,1,29,0,mele fuji
4537,mele fujion,4,0,4,0,mele
2257,mele gala,3,2,1,0,mele
4164,mele gialle,1,1,0,0,mele
402,mele golden,41,21,20,0,mele golden
3814,mele golden delicious,4,1,3,0,mele
3457,mele granny,1,1,0,0,mele
911,mele granny smith,13,5,8,0,mele granny smith
191,mele pinova,3,3,0,0,mele
1851,mele red delicious,8,3,5,0,mele red delicious
362,mele renette,32,22,9,1,mele renette
1958,mele rosse,5,5,0,0,mele
2762,mele royal gala,4,1,3,0,mele
1116,mele selvatiche di morgex,1,1,0,0,mele
2212,mele smith,1,1,0,0,mele
4515,mele stark,4,0,4,0,mele
4710,mele stayman,1,0,1,0,mele
4213,mele steinman,1,1,0,0,mele
2926,mele verdi,12,6,6,0,mele verdi
1352,mele verdi tipo granny smith,1,1,0,0,mele
4762,melenzane,1,0,0,1,melenzane
1293,melissa,10,5,3,2,melissa
2239,melograni,1,1,0,0,melograno
2874,melograno,6,6,0,0,melograno
4040,meloncini,2,2,0,0,meloncini
3494,meloncino,1,1,0,0,meloncino
2664,melone,18,2,16,0,melone
4557,melone cantalupo,5,0,5,0,melone
3746,melone giallo,1,1,0,0,melone
537,meloni,8,8,0,0,meloni
3224,meloni molto freddi,1,1,0,0,meloni
3251,meloni retati,1,1,0,0,meloni
3070,meloni siciliani cantalupo,1,1,0,0,meloni
64,menta,429,166,252,11,menta
4445,menta essiccata,1,0,1,0,menta
51,menta fresca,85,84,0,1,menta fresca
1196,menta piperita,1,1,0,0,menta
3255,mentine,1,1,0,0,mentine
1393,mentuccia,15,11,2,2,mentuccia
3209,mentuccia romana,1,1,0,0,mentuccia
1438,meringa,4,4,0,0,meringhe
1986,meringa italiana,2,2,0,0,meringa
1955,meringhe,16,8,8,0,meringhe
2500,meringhette,4,4,0,0,meringhette
2673,meringhette bianche,1,1,0,0,meringhette
3756,meringhette violette,1,1,0,0,meringhette
3987,merlot,1,1,0,0,merlot
4400,merluzzetti,1,0,1,0,merluzzetti
4791,merluzzi,1,0,0,1,merluzzo
1104,merluzzo,22,10,11,1,merluzzo
1782,merluzzo dissalato,1,1,0,0,merluzzo
1470,mezze maniche,5,5,0,0,mezze maniche rigate
2389,mezze maniche rigate,14,2,12,0,mezze maniche rigate
3150,mezze penne,2,2,0,0,penne rigate
919,mezze penne rigate,6,3,3,0,mezze penne rigate
4492,mezze penne rigate integrali,5,0,5,0,mezze penne rigate integrali
1943,mezze pesche sciroppate,2,2,0,0,mezze maniche
1791,mezze reginette,1,1,0,0,reginette
4428,mezzi canneroni,1,0,1,0,mezzi paccheri
1603,mezzi paccheri,3,2,1,0,paccheri
2452,mezzi rigatoni,4,4,0,0,rigatoni
2669,midollo,3,2,1,0,midollo
4113,midollo di bue,2,1,0,1,midollo
2488,midollo di vitello,2,1,0,1,midollo
154,miele,306,150,139,17,miele
3822,miele al limone,1,1,0,0,miele
1678,miele al rosmarino,1,1,0,0,miele
3707,miele all'arancia,1,1,0,0,miele
1187,miele d'acacia,10,10,0,0,miele d'acacia
3085,miele d'arancia,1,1,0,0,miele
2996,miele d'arancio,1,1,0,0,miele
258,miele di acacia,82,36,46,0,miele di acacia
2179,miele di agrumi,1,1,0,0,miele
1865,miele di arancio,2,1,1,0,miele
2437,miele di bosco,1,1,0,0,miele
3458,miele di carrubo,1,1,0,0,miele
1989,miele di castagno,15,8,7,0,miele di castagno
1200,miele di corbezzolo,5,2,1,2,miele
4363,miele di erica,1,0,1,0,miele
2398,miele di fior d'arancio,1,1,0,0,miele
344,miele di fiori d'arancio,2,2,0,0,miele
2978,miele di girasole,1,1,0,0,miele
1413,miele di lavanda,1,1,0,0,miele
1435,miele di rosmarino,1,1,0,0,miele
1389,miele di sulla,2,2,0,0,miele
4685,miele di timo,1,0,1,0,miele
4124,miele di zagara,1,1,0,0,miele
337,miele integrale di acacia,1,1,0,0,miele
1429,miele millefiori,89,11,78,0,miele millefiori
2309,miele scuro,2,2,0,0,miele
4384,miglio,1,0,1,0,miglio
4374,mini farfalle,1,0,1,0,mini penne rigate
4604,mini fusilli,1,0,1,0,mini penne rigate
4285,mini penne rigate,4,0,4,0,mini penne rigate
4376,mini pipe rigate,2,0,2,0,mini penne rigate
4541,mini ruote,1,0,1,0,ruote
845,mirin,6,6,0,0,mirin
2980,mirtili,1,1,0,0,mirtilli
226,mirtilli,127,67,58,2,mirtilli
2859,mirtilli essiccati,1,1,0,0,mirtilli
3790,mirtilli neri,1,1,0,0,mirtilli
423,mirtilli rossi,12,5,7,0,mirtilli rossi
2772,mirtilli rossi secchi,1,1,0,0,mirtilli
3117,mirtilli secchi,1,1,0,0,mirtilli
870,mirto,12,7,4,1,mirto
2822,miscela di farine,1,1,0,0,miscela di farine
1561,miso,3,1,2,0,miso
1983,misticanza,6,6,0,0,misticanza
585,misto,3,3,0,0,misticanza
2838,misto funghi secchi,1,1,0,0,misto
3036,mistrà,2,2,0,0,mistrà
4479,mix di cereali,3,0,3,0,mix di cereali
4508,mix di farine,2,0,2,0,mix di cereali
4633,mix di frutta secca,2,0,2,0,mix di cereali
4682,mix di pepi,1,0,1,0,mix di cereali
4327,mix tandoori,1,0,1,0,tandoori
1605,mocetta,1,1,0,0,mocetta
1787,mollica,1,1,0,0,mollica di pane
89,mollica di pane,75,63,0,12,mollica di pane
711,mollica di pane bianco secco,1,1,0,0,mollica di pane
973,mollica di pane fresca,3,2,0,1,mollica di pane
1479,mollica di pane nel latte,1,1,0,0,mollica di pane
3574,mollica di pane rafferma,1,1,0,0,mollica di pane
775,mollica di pane raffermo,13,13,0,0,mollica di pane raffermo
2287,mollica pane,2,2,0,0,pane
4873,mollica panini,1,0,0,1,mollica di pane
1761,mompariglia,2,2,0,0,mompariglia
4316,montasio,9,0,9,0,montasio
3122,montasio dop,1,1,0,0,montasio
4807,montasio fresco,1,0,0,1,montasio
3992,montasio stagionato,8,1,0,7,montasio
4022,monte veronese,2,1,1,0,monte veronese
167,more,67,45,22,0,more
256,more ribes bianco,1,1,0,0,more
373,mortadella,78,40,34,4,mortadella
4434,mortadella con pistacchi,2,0,2,0,mortadella
1558,mortadella di bologna,2,1,1,0,mortadella
4657,mortadella di fegato,2,0,2,0,mortadella
1273,moscardini,15,9,6,0,moscardini
829,moscato,14,4,9,1,moscato
3872,moscato d'asti,2,2,0,0,moscato
2663,moscato d'asti secco,1,1,0,0,moscato
3426,moscato naturale d'asti,1,1,0,0,moscato
3043,moscato passito,1,1,0,0,moscato
4906,mosciame di tonno,1,0,0,1,mosciame di tonno
3592,mosciamme di tonno,1,1,0,0,mosciamme di tonno
4560,mostarda bolognese,1,0,1,0,mostarda di frutta
4743,mostarda di cremona,1,0,1,0,mostarda di frutta
3461,mostarda di frutta,3,3,0,0,mostarda di frutta
2344,mostarda di mantova,1,1,0,0,mostarda di frutta
1607,mostarda di mele cotogne,1,1,0,0,mostarda di frutta
1087,mostarda di pere,1,1,0,0,mostarda di frutta
4302,mostarda mantovana,2,0,2,0,mostarda di frutta
3402,mosto,1,1,0,0,mostarda di frutta
4771,mosto cotto,1,0,0,1,mosto cotto
4799,mosto d'uva,1,0,0,1,mosto d'uva
3659,mousse di foie gras,2,2,0,0,mousse di foie gras
122,mozzarella,230,117,95,18,mozzarella
4220,mozzarella affumicata,1,1,0,0,mozzarella
110,mozzarella di bufala,29,12,17,0,mozzarella di bufala
1475,mozzarella fior di latte,2,2,0,0,mozzarella
353,mozzarella fiordilatte,25,25,0,0,mozzarella fiordilatte
2514,mozzarella tipo fiordilatte,1,1,0,0,mozzarella
1762,mozzarella tipo treccia,1,1,0,0,mozzarella
2892,mozzarella vaccina,2,2,0,0,mozzarella
924,mozzarelle,11,10,0,1,mozzarelle
409,mozzarelle ciliegine,2,2,0,0,mozzarelle
4210,mozzarelle ciliegino,1,1,0,0,mozzarelle
1714,mozzarelline,8,8,0,0,mozzarelline
4382,mozzarelline ciliegine,8,0,8,0,mozzarelline ciliegine
335,muesli,5,3,2,0,muesli
62,muesli al cioccolato,2,2,0,0,muesli
1354,muesli all'uvetta,1,1,0,0,muesli
3250,muesli alla frutta secca,1,1,0,0,muesli
2995,muesli croccante,1,1,0,0,muesli
4912,muscari,1,0,0,1,muscari
4170,musciame di tonno,1,1,0,0,musciame di tonno
4884,muscolo,1,0,0,1,muscolo di manzo macinato
2394,muscolo di cinghiale,1,1,0,0,muscolo di manzo macinato
3951,muscolo di manzo,2,2,0,0,muscolo di manzo macinato
2125,muscolo di manzo macinato,3,3,0,0,muscolo di manzo macinato
757,muscolo di vitello,1,1,0,0,muscolo di manzo macinato
4797,muso di maiale,1,0,0,1,muso di maiale
2912,mussillo di baccalà,1,1,0,0,mussillo di baccalà
3399,musèt,2,1,0,1,musèt
4036,nana,1,1,0,0,nana
4732,naruto,1,0,1,0,naruto
655,nasello,9,5,4,0,nasello
2042,nduja,9,3,6,0,nduja
4718,nebbiolo,1,0,1,0,nebbiolo
3471,negramaro,1,1,0,0,negramaro
3493,neonata d'acciughe,1,1,0,0,neonata d'acciughe
2812,nepitella,2,2,0,0,nepitella
1669,nero,2,2,0,0,nero di seppia
603,nero di seppia,10,4,6,0,nero di seppia
1262,nespole,3,1,2,0,nespole
4314,nesquik,8,0,8,0,nesquik
4565,nesquik squeeze,2,0,2,0,nesquik
2969,nettarine,1,1,0,0,nettarine
3876,nocchietto selvatico,1,1,0,0,nocchietto selvatico
374,nocciole,119,79,37,3,nocciole
1935,nocciole intere,6,4,2,0,nocciole intere
4267,nocciole intere spellate,33,0,33,0,nocciole intere spellate
3301,nocciole pelate,1,1,0,0,nocciole
1466,nocciole pralinate,2,1,1,0,nocciole
2285,nocciole spellate,1,1,0,0,nocciole
2986,nocciole tonda,1,1,0,0,nocciole
719,nocciole tostate,45,43,2,0,nocciole tostate
3734,nocciole una,1,1,0,0,nocciole
3234,noccioline,1,1,0,0,noccioline
376,noce,69,67,0,2,noce
4513,noce di cocco,1,0,1,0,noce
1106,noce moscata,356,18,296,42,noce moscata
2153,noce spellati,2,1,0,1,noce
188,noci,142,97,23,22,noci
4877,noci di burro,1,0,0,1,noci
382,noci di macadamia,8,8,0,0,noci di macadamia
533,noci pecan,23,16,7,0,noci pecan
2159,noci pecan intere,1,1,0,0,noci
2636,noci pelate,1,1,0,0,noci
1657,noci tostate,4,4,0,0,noci
4830,nodini di maiale,1,0,0,1,nodini di maiale
4768,nodini di vitello,1,0,0,1,nodini di vitello
1752,noodles,11,3,8,0,noodles
1971,noodles di riso,2,2,0,0,noodles
3008,noodles di soia,1,1,0,0,noodles
630,nutella,65,37,28,0,nutella
4230,nutella®,35,0,35,0,nutella®
3792,oca,6,4,0,2,oca
13,olio,2137,2104,7,26,olio
4079,olio al basilico,1,1,0,0,olio
4107,olio all'aglio,1,1,0,0,olio
2427,olio aromatizzato al mandarino,1,1,0,0,olio
3484,olio aromatizzato al peperoncino,1,1,0,0,olio
4222,olio aromatizzato alla menta,1,1,0,0,olio
3759,olio brolo,1,1,0,0,olio
2999,olio d'arachide,1,1,0,0,olio
1750,olio d'arachidi,2,2,0,0,olio
303,olio d'oliva,69,48,0,21,olio d'oliva
1011,olio d'oliva delicato,2,2,0,0,olio
1347,olio d'oliva extra,2,2,0,0,olio
1490,olio delicato,2,2,0,0,olio
266,olio di arachide,35,34,0,1,olio di arachide
86,olio di arachidi,32,31,0,1,olio di arachidi
3479,olio di argan,1,1,0,0,olio
1133,olio di cocco,14,6,8,0,olio di cocco
2080,olio di girasole,13,13,0,0,olio di girasole
415,olio di mais,9,9,0,0,olio di mais
496,olio di mandorle,21,21,0,0,olio di mandorle
4046,olio di mandorle dolci,1,1,0,0,olio
3562,olio di menta,1,1,0,0,olio
4217,olio di nocciole,1,1,0,0,olio
1609,olio di noce,3,3,0,0,olio
2103,olio di noci,4,4,0,0,olio
545,olio di oliva,53,16,36,1,olio di oliva
3118,olio di oliva delicato,1,1,0,0,olio
623,olio di oliva extra,1,1,0,0,olio
904,olio di oliva extravergine,2,2,0,0,olio
3809,olio di olive taggiasche,1,1,0,0,olio
1342,olio di riso,13,12,1,0,olio di riso
224,olio di semi,323,97,222,4,olio di semi
134,olio di semi arachide,1,1,0,0,olio
470,olio di semi d'arachide,5,5,0,0,olio
1700,olio di semi d'arachidi,3,3,0,0,olio
107,olio di semi di arachide,233,30,202,1,olio di semi di arachide
694,olio di semi di arachidi,30,17,0,13,olio di semi di arachidi
150,olio di semi di girasole,119,19,100,0,olio di semi di girasole
1330,olio di semi di mais,18,6,12,0,olio di semi di mais
803,olio di semi di riso,1,1,0,0,olio
2091,olio di semi di vinacciolo,3,3,0,0,olio
546,olio di sesamo,23,9,14,0,olio di sesamo
2759,olio di sesamo scuro,1,1,0,0,olio
3771,olio di soia,1,1,0,0,olio
928,olio di vinacciolo,6,6,0,0,olio di vinacciolo
3064,olio etxravergine di oliva,1,1,0,0,olio
305,olio evo,170,170,0,0,olio evo
1244,olio evo de carlo,1,1,0,0,olio
2738,olio evo delicato,1,1,0,0,olio
3558,olio evo garda dop,1,1,0,0,olio
4074,olio extra,1,1,0,0,olio
4853,olio extra di oliva,1,0,0,1,olio
4893,olio extra vergine,1,0,0,1,olio
4815,olio extra vergine d'oliva,9,0,0,9,olio
4837,olio extra vergine di oliva,8,0,0,8,olio
638,olio extravergine,37,33,0,4,olio extravergine
4800,olio extravergine d'olia,1,0,0,1,olio
311,olio extravergine d'oliva,3066,186,2450,430,olio extravergine d'oliva
3111,olio extravergine d'oliva aromatizzato allo zenzero,1,1,0,0,olio
27,olio extravergine di oliva,1029,976,0,53,olio extravergine di oliva
3883,olio extravergine di olive taggiasche,1,1,0,0,olio
2432,olio extravergine fruttato,1,1,0,0,olio
1302,olio extravergine ligure,1,1,0,0,olio
4782,olio extraverginne d'oliva,1,0,0,1,olio
3279,olio fruttato,1,1,0,0,olio
3652,olio neutro,1,1,0,0,olio
4154,olio nocellara del belice,1,1,0,0,olio
778,olio piccante,1,1,0,0,olio
2788,olio taggiasco,1,1,0,0,olio
3603,olio tartufato,2,2,0,0,olio
151,olio vegetale,6,6,0,0,olio vegetale
4847,olio vergine d'oliva,1,0,0,1,olio
4835,olioextravergine d'oliva,1,0,0,1,olioextravergine d'oliva
2948,oliva,3,2,0,1,olive
189,olive,31,19,8,4,olive
4669,olive ascolane tenere,1,0,1,0,olive
4366,olive baresane,1,0,1,0,olive
1509,olive bella di cerignola,2,2,0,0,olive
1100,olive bianche,3,3,0,0,olive
3174,olive cunzate,1,1,0,0,olive
2831,olive di gaeta,13,4,8,1,olive di gaeta
3421,olive di gaeta snocciolate,1,1,0,0,olive
3184,olive farcite,2,2,0,0,olive
3308,olive farcite al peperone,2,2,0,0,olive
3431,olive infornate,1,1,0,0,olive
3215,olive kalamata,1,1,0,0,olive
90,olive nere,222,99,101,22,olive nere
2320,olive nere di gaeta,3,3,0,0,olive
1897,olive nere dolci,1,1,0,0,olive
4472,olive nere greche,6,0,6,0,olive nere greche
4522,olive nere infornate,3,0,3,0,olive
4609,olive nere nizzarde,1,0,1,0,olive
3285,olive nere secche,1,1,0,0,olive
1062,olive nere snocciolate,16,15,0,1,olive nere snocciolate
2004,olive nere tostate,2,2,0,0,olive
4610,olive riviera,1,0,1,0,olive
1907,olive snocciolate,6,5,0,1,olive snocciolate
79,olive taggiasche,105,63,39,3,olive taggiasche
617,olive taggiasche sott'olio,1,1,0,0,olive
199,olive verdi,106,57,40,9,olive verdi
2413,olive verdi di cerignola,2,2,0,0,olive
3564,olive verdi farcite al peperone,1,1,0,0,olive
1267,olive verdi siciliane,2,2,0,0,olive
733,olive verdi snocciolate,13,12,0,1,olive verdi snocciolate
3526,ombrina,6,2,4,0,ombrina
1579,omogeneizzato di agnello,1,1,0,0,omogeneizzato di agnello
2330,orata,20,2,17,1,orata
1821,orate,2,2,0,0,orata
569,orecchiette,16,9,7,0,orecchiette
4620,orecchiette fresche,2,0,2,0,orecchiette
231,origano,345,104,200,41,origano
2653,origano essiccato,1,1,0,0,origano
93,origano secco,51,51,0,0,origano secco
3469,oro,1,1,0,0,oro
4257,oro alimentare,1,0,1,0,oro alimentare
1026,ortica,2,2,0,0,ortiche
1308,ortiche,13,5,8,0,ortiche
283,orzo,9,7,2,0,orzo
881,orzo perlato,37,17,13,7,orzo perlato
2942,orzo precotto,2,2,0,0,orzo
2254,ossa di bovino,1,1,0,0,ossa di manzo
1322,ossa di manzo,4,4,0,0,ossa di manzo
4092,ossi di manzo,1,1,0,0,ossibuchi
1927,ossibuchi,4,4,0,0,ossibuchi di vitello
2592,ossibuchi di maiale,1,1,0,0,ossibuchi
2589,ossibuchi di tacchino,3,2,1,0,ossibuchi
1291,ossibuchi di vitello,5,2,3,0,ossibuchi di vitello
3640,osso con midollo,1,1,0,0,osso con midollo
1629,osso di coda,1,1,0,0,osso di coda
2897,osso di di manzo,1,1,0,0,osso di di manzo
4193,osso di prosciutto,2,1,0,1,osso di prosciutto
3969,osso di prosciutto crudo,1,1,0,0,osso di prosciutto crudo
1746,ossobuchi di vitello,1,1,0,0,ossobuchi di vitello
1541,ostia,5,1,4,0,ostia
3314,ostia alimentare,1,1,0,0,ostia
1336,ostie,5,3,0,2,ostia
204,ostriche,12,8,4,0,ostriche
3668,ostriche tsarskaya,1,1,0,0,ostriche
4629,ovetti,1,0,1,0,ovetti di quaglia
2711,ovetti confettati,2,1,1,0,ovetti di cioccolato al latte
3986,ovetti confettati colorati,1,1,0,0,ovetti di cioccolato al latte
3332,ovetti di cioccolato,1,1,0,0,ovetti di cioccolato al latte
4440,ovetti di cioccolato al latte,3,0,3,0,ovetti di quaglia
4712,ovetti di cioccolato fondente,1,0,1,0,ovetti di cioccolato al latte
3120,ovetti di quaglia,4,4,0,0,ovetti di quaglia
450,paccheri,28,14,14,0,paccheri
3981,paccheri di nola,1,1,0,0,paccheri
4226,paccheri fratelli setaro,1,1,0,0,paccheri
747,pachino,2,2,0,0,pachino
1788,pagelli,1,1,0,0,pagelli
4059,pagello,1,1,0,0,pagello
4323,paglia e fieno all'uovo,4,0,4,0,paglia e fieno all'uovo
3516,pagnotta pane casereccio,1,1,0,0,pagnotta pane casereccio
3661,pagnottelle integrali,1,1,0,0,pagnottelle integrali
4255,pajata,1,0,1,0,pajata
4597,pak choi,3,0,3,0,pak choi
1862,palamide,1,1,0,0,palamide
4322,palamita,1,0,1,0,palamita
4273,palline colorate,2,0,2,0,palline colorate
3700,palma,2,2,0,0,palma
3871,palombe,1,1,0,0,palombo
2378,palombi,1,1,0,0,palombo
2323,palombo,4,3,0,1,palombo
540,pamigiano reggiano,1,1,0,0,pamigiano reggiano
3385,pan biscotto,1,1,0,0,pan brioche
205,pan brioche,5,3,2,0,pan di spagna
4752,pan carrè,1,0,1,0,pan brioche
141,pan di spagna,28,20,7,1,pan di spagna
2861,pan di spagna al cacao,1,1,0,0,pan brioche
647,pan di stelle,1,1,0,0,pan brioche
2253,pan grattato,1,1,0,0,pan brioche
354,pancarrè,88,61,24,3,pancarrè
3357,pancarrè bianco,2,2,0,0,pancarrè
2454,pancarrè integrale,5,3,2,0,pancarrè
435,pancetta,229,133,61,35,pancetta
605,pancetta affumicata,153,56,90,7,pancetta affumicata
4831,pancetta affumicata affumicata,1,0,0,1,pancetta
3372,pancetta affumicataa,1,1,0,0,pancetta
4488,pancetta arrotolata,5,0,5,0,pancetta
707,pancetta coppata,2,2,0,0,pancetta
4227,pancetta di maiale,1,1,0,0,pancetta
2476,pancetta dolce,22,1,20,1,pancetta dolce
4554,pancetta fresca,1,0,1,0,pancetta
2123,pancetta macinata,3,3,0,0,pancetta
3262,pancetta salata,1,1,0,0,pancetta
140,pancetta steccata,2,2,0,0,pancetta
2800,pancia di maiale,1,1,0,0,pancia di maiale
4862,pandispagna,1,0,0,1,pandispagna
1179,pandoro,22,7,15,0,pandoro
418,pane,235,104,116,15,pane
4616,pane ai 3 farri,1,0,1,0,pane
636,pane ai cereali,5,5,0,0,pane
3914,pane ai pistacchi,1,1,0,0,pane
2956,pane al latte,1,1,0,0,pane
2605,pane alle olive,1,1,0,0,pane
4695,pane arabo,1,0,1,0,pane
944,pane bianco,25,13,12,0,pane bianco
609,pane bianco raffermo,3,3,0,0,pane
3749,pane bianco secco,1,1,0,0,pane
3791,pane bianco tipo francese,1,1,0,0,pane
4108,pane biscottato,1,1,0,0,pane
4076,pane campagnolo,1,1,0,0,pane
1205,pane carasau,8,7,0,1,pane carasau
1285,pane casareccio,11,11,0,0,pane casareccio
3496,pane casareccio raffermo,1,1,0,0,pane
767,pane casereccio,77,32,40,5,pane casereccio
4866,pane casereccio abbrustolite,1,0,0,1,pane
1433,pane casereccio raffermo,2,2,0,0,pane
3578,pane casereccio tostate,1,1,0,0,pane
1236,pane casereccio tostato,1,1,0,0,pane
4186,pane cotto a legna,1,1,0,0,pane
3409,pane d'altamura raffermo,1,1,0,0,pane
2084,pane da toast,4,4,0,0,pane
2304,pane da toast integrale,1,1,0,0,pane
1690,pane di altamura,3,3,0,0,pane
4489,pane di farro,1,0,1,0,pane
2705,pane di grani,1,1,0,0,pane
748,pane di grano duro,2,2,0,0,pane
725,pane di segale,20,15,4,1,pane di segale
1094,pane di segale ai cereali,1,1,0,0,pane
1065,pane di segale raffermo,2,2,0,0,pane
2799,pane di semola raffermo,2,2,0,0,pane
1456,pane francese,1,1,0,0,pane
2575,pane grattato,1,1,0,0,pane
4404,pane grattugiato,5,0,5,0,pane
2055,pane guttiau,4,1,3,0,pane
379,pane integrale,35,26,9,0,pane integrale
2053,pane integrale di farro,1,1,0,0,pane
4770,pane integrale di segale,1,0,0,1,pane
4568,pane integrale multicereali,4,0,4,0,pane
1550,pane integrale raffermo,1,1,0,0,pane
3438,pane integrale tostato,1,1,0,0,pane
4589,pane lungo,2,0,2,0,pane
1024,pane nero,14,9,1,4,pane nero
1527,pane nero ai cereali,2,1,1,0,pane
2824,pane nero di castelvetrano,1,1,0,0,pane
3853,pane pane,1,1,0,0,pane
1338,pane piccante,1,1,0,0,pane
3539,pane pugliese,2,2,0,0,pane
59,pane raffermo,105,49,43,13,pane raffermo
4856,pane raffermo bollito,1,0,0,1,pane
3012,pane rotondo,3,3,0,0,pane
903,pane rustico,12,10,2,0,pane rustico
2306,pane rustico ai semi,1,1,0,0,pane
1627,pane sciocco,2,2,0,0,pane
501,pane scuro,4,4,0,0,pane
2656,pane scuro raffermo,2,2,0,0,pane
2194,pane secco,2,2,0,0,pane
1424,pane semintegrale,3,3,0,0,pane
1685,pane siciliano,1,1,0,0,pane
2755,pane soffice,1,1,0,0,pane
1789,pane tartaruga,1,1,0,0,pane
3056,pane tipo altamura,1,1,0,0,pane
1942,pane tipo baguette,1,1,0,0,pane
3537,pane tipo bastone francese,1,1,0,0,pane
2147,pane tipo ciabatta,2,2,0,0,pane
1189,pane tipo filone,2,2,0,0,pane
1450,pane tipo pancarrè,1,1,0,0,pane
2031,pane toscano,19,9,6,4,pane toscano
2880,pane toscano casereccio,1,1,0,0,pane
966,pane toscano raffermo,4,3,0,1,pane
1875,pane toscano tostato,1,1,0,0,pane
513,pane tostato,17,16,0,1,pane tostato
3534,paneer,2,2,0,0,paneer
4673,panettoncini,1,0,1,0,panettoncini
754,panettone,27,14,13,0,panettone
854,panettone gastronomico,5,5,0,0,panettone
1592,panettone raffermo,5,5,0,0,panettone
1867,panettone tradizionale,1,1,0,0,panettone
97,pangrattato,829,421,312,96,pangrattato
3816,pangrattato alla curcuma,1,1,0,0,pangrattato
2120,pangrattato fresco,2,2,0,0,pangrattato
2641,pangrattatto,1,1,0,0,pangrattatto
2129,pani arabi,1,1,0,0,panini
1970,pani tondi,1,1,0,0,panini
938,panini,21,14,0,7,panini
684,panini ai cereali,6,1,5,0,panini ai cereali
3567,panini ai semi di papavero,1,1,0,0,panini
284,panini al latte,5,5,0,0,panini
3663,panini al sesamo,2,1,1,0,panini
4181,panini arabi,1,1,0,0,panini
4359,panini da hamburger,14,0,14,0,panini da hamburger
4370,panini da hot dog,2,0,2,0,panini
4310,panini di farro,1,0,1,0,panini
4337,panini di grano duro,3,0,3,0,panini
4348,panini integrali,3,0,3,0,panini
4094,panini papavero,1,1,0,0,panini
677,panini sesamo,1,1,0,0,panini
3051,panini tartaruga,1,1,0,0,panini
3541,panini tipo arabo,1,1,0,0,panini
1929,panino,8,7,0,1,panino
4221,panino integrale,1,1,0,0,panino
979,panino raffermo,4,4,0,0,panino
3930,panino tipo arabo,1,1,0,0,panino
4460,panko,4,0,4,0,panko
49,panna,600,597,0,3,panna
934,panna acida,57,33,24,0,panna acida
646,panna da cucina,5,3,0,2,panna
2882,panna di soia,3,2,1,0,panna
138,panna fresca,395,390,4,1,panna fresca
192,panna fresca liquida,797,14,783,0,panna fresca liquida
2036,panna fresca semi,3,3,0,0,panna
868,panna liquida,49,48,0,1,panna liquida
329,panna liquida fresca,2,2,0,0,panna
2544,panna vegetale,5,3,2,0,panna
3212,panna vegetale di soia,1,1,0,0,panna
4733,pannerone,1,0,1,0,pannerone
